         4367970 function calls (4302457 primitive calls) in 316.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:621(_Local)
        1    0.000    0.000    0.000    0.000 events.py:670(_RunningLoop)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        4    0.000    0.000    0.091    0.023 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(BaseLockException)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(LockException)
        1    0.000    0.000    0.000    0.000 exceptions.py:102(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:106(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(FileModeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:132(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(AlreadyLocked)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(FSTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(FileToLarge)
        1    0.000    0.000    0.000    0.000 exceptions.py:185(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:191(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:203(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:209(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:215(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:221(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:230(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:236(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:263(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 exceptions.py:280(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.021    0.021 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 exceptions.py:306(ProxySchemeUnsupported)
        1    0.000    0.000    0.000    0.000 exceptions.py:312(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:320(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:54(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:63(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(BlocksizeMismatchError)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:78(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(InvalidProxyURL)
        1    0.000    0.000    0.001    0.001 exp_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exp_family.py:5(ExponentialFamily)
        1    0.000    0.000    0.005    0.005 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:9(Exponential)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1465(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1495(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1513(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.002    0.002 fake_quantize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:228(FixedQParamsFakeQuantize)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:257(FusedMovingAvgObsFakeQuantize)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:33(FakeQuantizeBase)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:81(FakeQuantize)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.055    0.055 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 fetch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:19(__init__)
      148    0.003    0.000  255.291    1.725 fetch.py:24(fetch)
        1    0.000    0.000    0.000    0.000 fetch.py:43(_MapDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:8(__init__)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:126(RequestField)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:7(Directory)
        1    0.000    0.000    0.000    0.000 filelister.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filelister.py:13(FileListerIterDataPipe)
        1    0.000    0.000    0.000    0.000 fileopener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fileopener.py:14(FileOpenerIterDataPipe)
        1    0.000    0.000    0.000    0.000 fileopener.py:76(FileLoaderIterDataPipe)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:8(_ExtractModuleReferences)
        1    0.000    0.000    0.006    0.006 find_first_use_of_broken_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:10(FisherSnedecor)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flatten.py:53(Unflatten)
        1    0.000    0.000    0.000    0.000 flatten.py:8(Flatten)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fold.py:154(Unfold)
        1    0.000    0.000    0.000    0.000 fold.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fold.py:9(Fold)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 forward_ad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 forward_ad.py:113(dual_level)
        1    0.000    0.000    0.000    0.000 forward_ad.py:79(UnpackedDualTensor)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.002    0.002 frontend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frontend.py:111(NotSupportedError)
        1    0.000    0.000    0.000    0.000 frontend.py:115(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 frontend.py:128(FrontendTypeError)
        1    0.000    0.000    0.000    0.000 frontend.py:283(Builder)
        1    0.000    0.000    0.000    0.000 frontend.py:491(WithItemBuilder)
        1    0.000    0.000    0.000    0.000 frontend.py:503(StmtBuilder)
        1    0.000    0.000    0.000    0.000 frontend.py:654(ExprBuilder)
        1    0.000    0.000    0.000    0.000 frontend.py:98(FrontendError)
        1    0.000    0.000    0.000    0.000 fsspec.py:111(FSSpecFileOpenerIterDataPipe)
        1    0.000    0.000    0.000    0.000 fsspec.py:150(FSSpecSaverIterDataPipe)
        1    0.000    0.000    0.000    0.000 fsspec.py:36(FSSpecFileListerIterDataPipe)
        1    0.000    0.000    0.086    0.086 fsspec.py:7(<module>)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:12(FunctionCtx)
        1    0.000    0.000    0.000    0.000 function.py:231(_HookMixin)
        1    0.000    0.000    0.000    0.000 function.py:242(BackwardCFunction)
        1    0.000    0.000    0.000    0.000 function.py:260(FunctionMeta)
       13    0.000    0.000    0.000    0.000 function.py:268(__init__)
        1    0.000    0.000    0.000    0.000 function.py:276(Function)
        1    0.000    0.000    0.000    0.000 function.py:394(once_differentiable)
        1    0.000    0.000    0.000    0.000 function.py:453(InplaceFunction)
        1    0.000    0.000    0.000    0.000 function.py:460(_nested_map)
        4    0.000    0.000    0.000    0.000 function.py:490(_iter_filter)
        1    0.000    0.000    0.000    0.000 function.py:553(NestedIOFunction)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2092(vectorize)
      313    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      313    0.000    0.000    0.001    0.000 function_base.py:461(_add_docstring)
      313    0.000    0.000    0.006    0.000 function_base.py:475(add_newdoc)
        4    0.000    0.000    0.166    0.041 functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_modules.py:127(QFunctional)
        1    0.000    0.000    0.000    0.000 functional_modules.py:7(FloatFunctional)
        1    0.000    0.000    0.000    0.000 functional_modules.py:80(FXFloatFunctional)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
        3    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
      300    0.001    0.000    0.002    0.000 functools.py:34(update_wrapper)
       11    0.000    0.000    0.000    0.000 functools.py:349(__init__)
       90    0.000    0.000    0.000    0.000 functools.py:429(_unwrap_partial)
       41    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       41    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
      229    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        2    0.000    0.000    0.001    0.000 fuse_modules.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fused.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fused.py:100(BNReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:109(BNReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:119(LinearBn1d)
        1    0.000    0.000    0.000    0.000 fused.py:18(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:27(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:36(LinearReLU)
        1    0.000    0.000    0.000    0.000 fused.py:45(ConvBn1d)
        1    0.000    0.000    0.000    0.000 fused.py:54(ConvBn2d)
        1    0.000    0.000    0.000    0.000 fused.py:6(_FusedModule)
        1    0.000    0.000    0.000    0.000 fused.py:63(ConvBnReLU1d)
        1    0.000    0.000    0.000    0.000 fused.py:72(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:81(ConvBn3d)
        1    0.000    0.000    0.000    0.000 fused.py:9(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 fused.py:90(ConvBnReLU3d)
        1    0.000    0.000    0.000    0.000 fuser_method_mappings.py:1(<module>)
        6    0.000    0.000    0.000    0.000 fuser_method_mappings.py:143(sequential_wrapper2)
        6    0.000    0.000    0.000    0.000 fuser_method_mappings.py:183(reverse_sequential_wrapper2)
        7    0.000    0.000    0.000    0.000 fuser_method_mappings.py:193(reverse2)
        3    0.000    0.000    0.000    0.000 fuser_method_mappings.py:198(reverse3)
        1    0.000    0.000    0.000    0.000 fuser_method_mappings.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fusion.py:3(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 gamma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma.py:13(Gamma)
       64    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        3    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:10(Geometric)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:363(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:594(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:647(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:671(max)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob_group.py:7(GlobGroup)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_mode.py:1(<module>)
       18    0.000    0.000    0.000    0.000 grad_mode.py:126(__init__)
        1    0.000    0.000    0.000    0.000 grad_mode.py:139(enable_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:17(_DecoratorContextManager)
        1    0.000    0.000    0.000    0.000 grad_mode.py:185(set_grad_enabled)
       18    0.000    0.000    0.000    0.000 grad_mode.py:20(__call__)
        1    0.000    0.000    0.000    0.000 grad_mode.py:241(inference_mode)
        1    0.000    0.000    0.000    0.000 grad_mode.py:87(no_grad)
        1    0.000    0.000    0.001    0.001 grad_scaler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:31(OptState)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:41(GradScaler)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:9(_MultiDeviceReplicator)
        1    0.000    0.000    0.011    0.011 gradcheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gradcheck.py:18(GradcheckError)
        2    0.000    0.000    0.000    0.000 graph.py:1(<module>)
       20    0.000    0.000    0.003    0.000 graph.py:20(_list_connected_datapipes)
       18    0.000    0.000    0.002    0.000 graph.py:34(getstate_hook)
        1    0.000    0.000    0.000    0.000 graph.py:4(saved_tensors_hooks)
       37    0.000    0.000    0.000    0.000 graph.py:41(reduce_hook)
        3    0.000    0.000    0.003    0.001 graph.py:73(traverse)
        1    0.000    0.000    0.000    0.000 graph.py:75(save_on_cpu)
     20/3    0.000    0.000    0.003    0.001 graph.py:79(_traverse_helper)
        1    0.000    0.000    0.000    0.000 graph_settings.py:1(<module>)
     23/3    0.000    0.000    0.000    0.000 graph_settings.py:13(get_all_graph_pipes)
        1    0.000    0.000    0.002    0.002 graph_settings.py:23(apply_sharding)
        1    0.000    0.000    0.000    0.000 graph_settings.py:38(apply_shuffle_settings)
        1    0.000    0.000    0.000    0.000 graph_settings.py:44(<setcomp>)
        1    0.000    0.000    0.000    0.000 graph_settings.py:59(apply_shuffle_seed)
        1    0.000    0.000    0.000    0.000 graph_settings.py:62(<setcomp>)
        1    0.000    0.000    0.000    0.000 graphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphs.py:104(graph)
        1    0.000    0.000    0.000    0.000 graphs.py:39(CUDAGraph)
        2    0.000    0.000    0.001    0.001 grouping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouping.py:10(BatcherMapDataPipe)
        1    0.000    0.000    0.000    0.000 grouping.py:103(__len__)
        1    0.000    0.000    0.000    0.000 grouping.py:115(UnBatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 grouping.py:169(GrouperIterDataPipe)
        1    0.000    0.000    0.000    0.000 grouping.py:18(ShardingFilterIterDataPipe)
        1    0.000    0.000    0.000    0.000 grouping.py:28(__init__)
        1    0.000    0.000    0.000    0.000 grouping.py:33(is_shardable)
        1    0.000    0.000    0.000    0.000 grouping.py:36(apply_sharding)
     4731    0.015    0.000   46.582    0.010 grouping.py:40(__iter__)
        1    0.000    0.000    0.000    0.000 grouping.py:45(__len__)
        1    0.000    0.000    0.000    0.000 grouping.py:52(BatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 grouping.py:78(__init__)
      148    0.035    0.000  158.820    1.073 grouping.py:92(__iter__)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:26(tqdm_gui)
        1    0.000    0.000    0.001    0.001 gumbel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gumbel.py:11(Gumbel)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:393(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:11(HalfCauchy)
        1    0.000    0.000    0.000    0.000 half_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 half_normal.py:11(HalfNormal)
        1    0.000    0.000    0.000    0.000 handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.000    0.000    0.000    0.000 hashchecker.py:21(HashCheckerIterDataPipe)
        1    0.000    0.000    0.000    0.000 hashchecker.py:7(<module>)
       14    0.000    0.000    0.009    0.001 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.009    0.009 hashlib.py:5(<module>)
        8    0.000    0.000    0.009    0.001 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:16(HeaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.011    0.011 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 header.py:7(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.014    0.014 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:64(BackwardHook)
        1    0.000    0.000    0.000    0.000 hooks.py:9(RemovableHandle)
        1    0.000    0.000    0.033    0.033 hub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 huggingface.py:28(HuggingFaceHubReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 huggingface.py:8(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 importer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importer.py:11(ObjNotFoundError)
        1    0.000    0.000    0.000    0.000 importer.py:165(_SysImporter)
        1    0.000    0.000    0.000    0.000 importer.py:17(ObjMismatchError)
        1    0.000    0.000    0.000    0.000 importer.py:178(OrderedImporter)
        1    0.000    0.000    0.000    0.000 importer.py:23(Importer)
        1    0.000    0.000    0.000    0.000 independent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 independent.py:7(Independent)
        1    0.000    0.000    0.014    0.014 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        1    0.000    0.000    0.000    0.000 indexadder.py:15(EnumeratorIterDataPipe)
        1    0.000    0.000    0.000    0.000 indexadder.py:44(IndexAdderIterDataPipe)
        1    0.000    0.000    0.000    0.000 indexadder.py:7(<module>)
        2    0.000    0.000    0.000    0.000 init.py:1(<module>)
       11    0.000    0.000    0.000    0.000 init.py:530(_make_deprecate)
        1    0.000    0.000    0.003    0.003 inspect.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:1207(formatannotation)
        6    0.000    0.000    0.000    0.000 inspect.py:1520(currentframe)
      271    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       90    0.000    0.000    0.000    0.000 inspect.py:171(_has_code_flag)
       15    0.000    0.000    0.000    0.000 inspect.py:1720(_signature_get_user_defined_method)
        5    0.000    0.000    0.000    0.000 inspect.py:1812(_signature_bound_method)
       90    0.000    0.000    0.001    0.000 inspect.py:182(isgeneratorfunction)
        5    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_builtin)
        5    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
        5    0.000    0.000    0.000    0.000 inspect.py:2124(_signature_from_function)
     10/5    0.000    0.000    0.000    0.000 inspect.py:2218(_signature_from_callable)
      104    0.000    0.000    0.000    0.000 inspect.py:236(istraceback)
        1    0.000    0.000    0.000    0.000 inspect.py:2420(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2424(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2457(Parameter)
      104    0.000    0.000    0.000    0.000 inspect.py:246(isframe)
       15    0.000    0.000    0.000    0.000 inspect.py:2489(__init__)
       25    0.000    0.000    0.000    0.000 inspect.py:2539(name)
       10    0.000    0.000    0.000    0.000 inspect.py:2543(default)
       40    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
       10    0.000    0.000    0.000    0.000 inspect.py:2573(__str__)
